YYMMDD,TIME,LOCATION,LAT,LON,DEPTH,MAG,EVALMODE
20040822,25601.13,Ekehaar,52.946,6.585,3,1,manual
20040906,203120.28,Roswinkel,52.834,7.048,2,1,manual
20040910,15644.91,Schipborg,53.064,6.67,3,0.4,manual
20040918,33312.38,Uithuizermeeden,53.416,6.703,3,1.2,manual
20040922,124433,Winneweer,53.311,6.743,3,1.5,manual
20041008,132342.72,Wildervank,53.076,6.833,2.5,1.3,manual
20041030,114052.88,'t Zandt,53.356,6.778,3,1.4,manual
20041031,172721.88,Marwijksoord,52.952,6.633,3,0.9,manual
20041113,121557.32,Overschild,53.291,6.802,3,1.2,manual
20041123,221310.36,Borgercompagnie,53.116,6.82,3,0.3,manual
20041124,181857.95,Ten Post,53.289,6.753,3,1.9,manual
20041125,142554.43,Froombosch,53.194,6.772,3,0.6,manual
20041126,65801.52,Loppersum,53.314,6.737,3,1.6,manual
20041216,211430.2,Harkstede,53.231,6.652,3,0.8,manual
20050109,235938.53,Wirdum,53.323,6.797,3,1.7,manual
20050117,55.58,Appingedam,53.317,6.808,3,1.1,manual
20050130,23134.04,Ten Boer,53.277,6.692,3,1,manual
20050208,132033.86,Middelstum,53.316,6.638,3,2.3,manual
20050215,192111.01,Ekehaar,52.955,6.605,3,1,manual
20050216,104617.86,Roodeschool,53.404,6.793,3,1.3,manual
20050218,112629.87,Zuidlaren,53.081,6.673,3,0.6,manual
20050218,125546.58,Loppersum,53.34,6.735,3,1.3,manual
20050218,184925.65,Woudbloem,53.231,6.75,3,0.5,manual
20050218,220552.17,Lageland,53.239,6.727,3,1.6,manual
20050220,60324.65,Sappemeer,53.176,6.795,3,0,manual
20050225,34609.86,Oosterwijtwerd,53.336,6.812,3,1.6,manual
20050301,163159.41,Delfzijl,53.326,6.922,3,1.2,manual
20050308,230058.53,Wagenborgen,53.261,6.915,3,0.9,manual
20050310,20439.78,Oosterwijtwerd,53.342,6.81,3,2,manual
20050321,105833.93,Overschild,53.257,6.767,3,0.9,manual
20050321,232119.98,Buren,53.457,5.85,3,1.8,manual
20050402,232108.74,Overschild,53.27,6.798,3,1.2,manual
20050418,191116.59,Schildwolde,53.264,6.803,3,1,manual
20050421,204921.64,Tjuchem,53.291,6.885,3,0.9,manual
20050422,1449.67,Appingedam,53.334,6.858,3,0.8,manual
20050430,192802.72,Huizinge,53.359,6.7,3,1,manual
20050517,85014.19,Siddeburen,53.232,6.893,3,1,manual
20050525,213346.22,Noordbroek,53.194,6.85,3,1.1,manual
20050528,195757.64,Morra,53.374,6.088,3,1.4,manual
20050530,153645.87,Westeremden,53.343,6.71,3,2.3,manual
20050622,160202.05,Oosterwijtwerd,53.33,6.818,3,1.5,manual
20050709,170137.49,Lageland,53.238,6.685,3,1.1,manual
20050717,180707.83,Garrelsweer,53.319,6.747,3,1.8,manual
20050725,32158.98,Scharmer,53.212,6.712,3,0.8,manual
20050805,192302.02,Sappemeer,53.17,6.81,3,2.2,manual
20050910,20511.67,Garrelsweer,53.316,6.772,3,1.2,manual
20051005,91602.95,Westerwijtwerd,53.331,6.642,3,1.7,manual
20051012,160642.53,Smilde,52.963,6.45,3,2.5,manual
20051023,170338.08,Middelstum,53.366,6.675,3,1.9,manual
20051111,170229.54,Harkstede,53.224,6.697,3,1.4,manual
20060102,120045.67,Lageland,53.236,6.695,3,1.1,manual
20060110,234106.14,Eleveld,52.956,6.572,3,2.6,manual
20060114,222954.76,Sappemeer,53.177,6.767,3,0.3,manual
20060118,81246.65,Ten Post,53.29,6.765,3,1.5,manual
20060118,220815.79,Overschild,53.274,6.773,3,1.6,manual
20060120,202250.1,Loppersum,53.336,6.74,3,1.3,manual
20060123,111739.96,Lageland,53.237,6.697,3,1.9,manual
20060128,30042.03,Godlinze,53.38,6.818,3,1.1,manual
20060129,182653.14,Eleveld,52.952,6.58,3,1.1,manual
20060211,200135.92,Hellum,53.256,6.847,3,1.3,manual
20060212,143638.63,Garrelsweer,53.297,6.795,3,1.5,manual
20060224,45030.03,Wirdum,53.312,6.788,3,1.3,manual
20060304,43233.96,Hoogezand,53.144,6.742,3,1.8,manual
20060321,145033.7,Garrelsweer,53.302,6.755,3,2.4,manual
20060323,31223.91,Overschild,53.283,6.778,3,2.2,manual
20060325,135438.14,Roswinkel,52.834,7.045,2,2.1,manual
20060325,135551.17,Roswinkel,52.834,7.043,2,1.7,manual
20060405,14109.76,Delfzijl,53.344,6.89,3,1.4,manual
20060412,52029.14,Steendam,53.27,6.837,3,1.2,manual
20060413,73851.89,Garmerwolde,53.24,6.647,3,1.5,manual
20060416,135152.5,Wirdum,53.31,6.783,3,1.9,manual
20060416,184454.42,Garrelsweer,53.313,6.77,3,1.1,manual
20060419,173915.34,Westeremden,53.336,6.685,3,1.6,manual
20060422,34154.26,Loppersum,53.325,6.752,3,1.5,manual
20060422,170313.41,Rottum,53.382,6.598,3,0.4,manual
20060423,11818.28,Delfzijl,53.338,6.883,3,0.9,manual
20060423,150207.76,Warffum,53.389,6.537,3,1.1,manual
20060502,165201.31,Wirdum,53.314,6.797,3,1,manual
20060503,191637.31,Ten Post,53.29,6.767,3,1.2,manual
20060507,161132.06,Westeremden,53.345,6.717,3,1.4,manual
20060522,202340.85,Lageland,53.241,6.698,3,0.9,manual
20060606,31734.01,Schildwolde,53.238,6.81,3,1.4,manual
20060608,233106.38,Lageland,53.24,6.69,3,0.8,manual
20060616,210646.76,Ten Post,53.292,6.77,3,1.6,manual
20060617,24308.64,Garrelsweer,53.297,6.768,3,1.2,manual
20060617,131621.58,Appingedam,53.33,6.852,3,1.4,manual
20060623,223543.14,Garrelsweer,53.317,6.763,3,1.7,manual
20060624,164219.5,Oosterwijtwerd,53.341,6.823,3,1.2,manual
20060712,1356.33,Godlinze,53.369,6.813,3,0.9,manual
20060712,225623.84,Appingedam,53.309,6.868,3,1.3,manual
20060716,81039.15,Appingedam,53.303,6.867,3,1.5,manual
20060808,50400.05,Westeremden,53.35,6.697,3,3.5,manual
20060808,94923.38,Westeremden,53.349,6.707,3,2.5,manual
20060811,62123.03,Harkstede,53.219,6.672,3,1.1,manual
20060826,224118.56,Westeremden,53.343,6.712,3,2.3,manual
20060906,13732.17,Eelderwolde,53.189,6.522,3,1.8,manual
20060927,233044.28,Eppenhuizen,53.367,6.687,3,1.6,manual
20061006,1028.98,Garrelsweer,53.302,6.79,3,1.6,manual
20061015,201800.95,Emmen,52.767,6.885,3,1.6,manual
20061023,133805.84,Garsthuizen,53.372,6.738,3,2.3,manual
20061025,94541.93,Delfzijl,53.325,6.923,3,1.4,manual
20061026,25747.24,Laar (Duitsland),52.642,6.803,3,0.8,manual
20061026,135937.83,Oldenzijl,53.394,6.705,3,1.4,manual
20061104,210448.48,Ekehaar,52.934,6.578,3,1.3,manual
20061105,150025.43,Overschild,53.273,6.792,3,1.2,manual
20061225,45718.51,Leens,53.34,6.403,3,1.3,manual
20070110,183628.54,Appingedam,53.34,6.883,3,1.5,manual
20070118,222944.29,Overschild,53.274,6.767,3,0.9,manual
20070126,2009.1,Zeerijp,53.352,6.755,3,2.3,manual
20070131,10335.87,Eppenhuizen,53.368,6.672,3,1.2,manual
20070204,44735.16,Middelstum,53.346,6.658,3,0.6,manual
20070216,111409.06,Harkstede,53.228,6.702,3,1.5,manual
20070217,14114.01,Harkstede,53.227,6.703,3,2.6,manual
20070217,22108.02,Harkstede,53.228,6.683,3,0.9,manual
20070217,195801.45,Krewerd,53.351,6.857,3,0.9,manual
20070303,64333.49,Lageland,53.235,6.708,3,1.1,manual
20070311,10814.36,Wirdum,53.326,6.78,3,1.1,manual
20070321,230436.36,Lageland,53.24,6.722,3,1.2,manual
20070329,202814.25,Schipborg,53.068,6.693,3,0.7,manual
20070330,162505.67,Lageland,53.236,6.707,3,1.2,manual
20070401,154237.31,Harkstede,53.23,6.69,3,0.7,manual
20070413,145728.17,Woudbloem,53.226,6.743,3,1.2,manual
20070514,121924.02,Westeremden,53.331,6.702,3,2,manual
20070519,53322.59,Zuidbroek,53.163,6.828,3,0.4,manual
20070609,200733.63,Zeerijp,53.353,6.747,3,2.1,manual
20070610,172740.31,Middelstum,53.326,6.613,3,1.7,manual
20070611,21812.25,Westerwijtwerd,53.321,6.653,3,1.1,manual
20070623,20145.22,Stedum,53.317,6.703,3,1.2,manual
20070702,205703.35,Emmen,52.767,6.875,3,1.4,manual
20070815,54924.24,Garsthuizen,53.369,6.732,3,1.5,manual
20070917,50120.88,Leermens,53.344,6.8,3,1.5,manual
20070918,61633.81,Schildwolde,53.236,6.8,3,0.9,manual
20070928,52640.03,Middelstum,53.338,6.623,3,1.2,manual
20070930,141735.63,Froombosch,53.194,6.788,3,2.1,manual
20071027,15751.45,Loppersum,53.333,6.748,3,2,manual
20071113,102605.83,Overschild,53.293,6.823,3,1.7,manual
20071130,213745.84,Ubbena,53.053,6.568,3,1.5,manual
20071210,35913.85,Sauwerd,53.297,6.535,3,0.7,manual
20080102,33615.85,Hooghalen,52.939,6.56,3,1.4,manual
20080105,203149.73,Nieuw Annerveen,53.065,6.782,3,1.7,manual
20080107,215316.8,Garmerwolde,53.243,6.658,3,1.1,manual
20080124,192101.7,Froombosch,53.196,6.773,3,1.5,manual
20080212,24849.96,Wirdum,53.311,6.783,3,0.9,manual
20080217,163515.19,Zuidlaren,53.082,6.682,3,1.8,manual
20080219,154451.34,Kolham,53.183,6.762,3,0.9,manual
20080319,170210.02,Tinallinge,53.348,6.565,3,1.2,manual
20080329,165722.03,Appingedam,53.292,6.842,3,1.4,manual
20080331,70602.5,Westeremden,53.346,6.7,3,1.2,manual
20080402,11531.7,Ekehaar,52.946,6.592,3,1.9,manual
20080402,12837.19,Ekehaar,52.947,6.595,3,2.5,manual
20080407,43222.73,Meedhuizen,53.294,6.897,3,1.2,manual
20080411,225126.22,Tjuchem,53.283,6.875,3,1.1,manual
20080415,45403.21,Wetsinge,53.312,6.557,3,0.9,manual
20080422,114602.53,Nieuw Annerveen,53.068,6.77,3,1.8,manual
20080428,24701.09,Siddeburen,53.258,6.86,3,1.3,manual
20080505,195608.31,Onderdendam,53.333,6.59,3,1,manual
20080509,213303.07,Ten Post,53.286,6.725,3,1.3,manual
20080510,232035.31,Loppersum,53.327,6.728,3,1.2,manual
20080518,132346.14,Garsthuizen,53.375,6.728,2.8,2.2,manual
20080519,150729.55,Loppersum,53.325,6.74,3,1.9,manual
20080530,144808.51,Usquert,53.408,6.633,3,1.3,manual
20080601,110058.77,Garrelsweer,53.308,6.782,3,1.3,manual
20080610,205105.76,Wirdum,53.31,6.785,3,0.9,manual
20080615,62927.02,Noordzee,52.864,4.362,3.5,2.1,manual
20080622,210615.53,Hellum,53.248,6.842,3,0.9,manual
20080623,135214.53,Veendam,53.109,6.855,3,1.1,manual
20080710,65733.9,Holwierde,53.35,6.882,3,2.5,manual
20080723,200512.97,Harkstede,53.212,6.663,3,1.2,manual
20080805,23551.14,Emmen,52.761,6.908,3,2,manual
20080823,194907.37,Loppersum,53.33,6.725,3,0.9,manual
20080826,225552.65,Geelbroek,52.949,6.565,3,2.3,manual
20080914,203212.48,Middelstum,53.331,6.622,3,1.1,manual
20080915,222657.62,Eexterveen,53.053,6.803,3,1,manual
20080920,84558.68,Lageland,53.238,6.707,3,1.3,manual
20080929,102044.81,Rottum,53.379,6.602,3,1.8,manual
20081011,81939.9,Noordzee,52.7,4.372,3,2.6,manual
20081026,24850.06,Schildwolde,53.243,6.805,3,1.1,manual
20081026,74952.41,Hooghalen,52.944,6.553,3,1.7,manual
20081029,163621.82,Loppersum,53.33,6.71,3,1.4,manual
20081030,55429.08,Loppersum,53.337,6.72,3,3.2,manual
20081107,164001.27,Garsthuizen,53.381,6.735,3,2.2,manual
20081110,105506.9,Oud Annerveen,53.083,6.763,3,0.7,manual
20081116,225109.67,Eexterveen,53.048,6.792,3,1.2,manual
20081210,32238.9,Overschild,53.279,6.828,3,1.1,manual
20081215,204117.08,Middelstum,53.336,6.6,3,1.5,manual
20081223,151658.84,Uithuizermeeden,53.403,6.71,3,1.4,manual
20081224,32710.95,Vries,53.065,6.582,3,1.2,manual
20090101,83439.08,Zuidlaren,53.095,6.718,3,1.5,manual
20090101,93546.69,Delfzijl,53.33,6.902,3,1.2,manual
20090101,165446.91,'t Zandt,53.366,6.772,3,1.7,manual
20090108,11701.76,Westeremden,53.348,6.717,3,1.7,manual
20090109,201658.44,Westeremden,53.341,6.713,3,1.9,manual
20090115,124113.36,Appingedam,53.339,6.872,3,1,manual
20090117,60503.64,Sappemeer,53.17,6.795,3,1.1,manual
20090201,42324.16,Zeerijp,53.36,6.74,3,2.2,manual
20090203,65352.07,Appingedam,53.315,6.875,3,1.2,manual
20090204,122350.02,Garsthuizen,53.376,6.742,3,1.7,manual
20090205,115612.95,Delfzijl,53.328,6.923,3,1.1,manual
20090216,92455.58,Wirdum,53.298,6.8,3,1.4,manual
20090222,115626.65,Noordlaren,53.118,6.647,3,0.8,manual
20090223,180315.49,Tripscompagnie,53.132,6.83,3,1,manual
20090226,12149.58,Noordlaren,53.119,6.65,3,0.5,manual
20090226,30315.25,Noordlaren,53.118,6.647,3,1.1,manual
20090305,233634.62,Noordlaren,53.119,6.647,3,0.8,manual
20090312,43655.26,Noordlaren,53.117,6.645,3,0.6,manual
20090312,50022.29,Noordlaren,53.117,6.645,3,0.5,manual
20090312,145600.62,Noordlaren,53.117,6.647,3,0.8,manual
20090312,170751.79,Noordlaren,53.117,6.647,3,0.6,manual
20090313,143332.82,Holwierde,53.35,6.902,3,1.2,manual
20090314,153216.31,Noordlaren,53.119,6.652,3,1,manual
20090314,153227.7,Noordlaren,53.118,6.643,3,1,manual
20090314,201051.95,Noordlaren,53.116,6.637,3,0.5,manual
20090317,615.04,Noordlaren,53.121,6.652,3,0.4,manual
20090317,33407.36,Noordlaren,53.12,6.648,3,0.5,manual
20090317,43827.41,Noordlaren,53.119,6.648,3,1.4,manual
20090317,63252.22,Noordlaren,53.12,6.648,3,1.1,manual
20090317,163455.07,Noordlaren,53.118,6.652,3,0.5,manual
20090317,183957.72,Noordlaren,53.119,6.653,3,0.5,manual
20090317,184009.26,Noordlaren,53.119,6.645,3,0.6,manual
20090317,191016.55,Noordlaren,53.12,6.648,3,0.9,manual
20090317,191033.6,Noordlaren,53.12,6.648,3,0.9,manual
20090317,191049.31,Noordlaren,53.12,6.647,3,0.9,manual
20090317,191112.38,Noordlaren,53.121,6.648,3,1,manual
20090317,191535.8,Noordlaren,53.12,6.648,3,1,manual
20090317,191615.04,Noordlaren,53.12,6.648,3,1,manual
20090317,192736.41,Noordlaren,53.12,6.65,3,0.7,manual
20090317,192841.32,Noordlaren,53.12,6.65,3,0.7,manual
20090317,212851.49,Noordlaren,53.12,6.652,3,1.1,manual
20090317,224206.79,Noordlaren,53.119,6.652,3,0.8,manual
20090318,142639.47,Noordlaren,53.12,6.653,3,0.9,manual
20090318,181645.08,Noordlaren,53.119,6.65,3,0.9,manual
20090318,182718.77,Noordlaren,53.12,6.652,3,0.6,manual
20090320,210748.86,Noordlaren,53.119,6.642,3,0.5,manual
20090320,212154.82,Noordlaren,53.118,6.645,3,0.6,manual
20090320,213022.62,Noordlaren,53.12,6.647,3,0.5,manual
20090320,213748.46,Noordlaren,53.12,6.648,3,0.6,manual
20090320,224815.16,Noordlaren,53.12,6.655,3,0.4,manual
20090320,224929.96,Noordlaren,53.117,6.638,3,0.5,manual
20090321,43135.7,Noordlaren,53.122,6.648,3,0.2,manual
20090321,51106.51,Noordlaren,53.12,6.652,3,0.5,manual
20090322,3219.11,Noordlaren,53.12,6.648,3,1.2,manual
20090322,3453.49,Noordlaren,53.119,6.648,3,0.6,manual
20090327,25128.16,Wirdum,53.308,6.81,3,1,manual
20090414,210525.88,Huizinge,53.345,6.68,3,2.6,manual
20090414,233502.87,'t Zandt,53.358,6.78,3,0.9,manual
20090416,171215.91,Appingedam,53.313,6.845,3,2.6,manual
20090420,144251.49,Wirdum,53.296,6.808,3,1.5,manual
20090501,141301.73,Scharmer,53.222,6.72,3,1.2,manual
20090504,113116.56,'t Zandt,53.356,6.782,3,1.8,manual
20090507,12023.54,'t Zandt,53.379,6.778,3,1.4,manual
20090507,34212.64,Stedum,53.316,6.728,3,1.6,manual
20090507,131442.56,Lageland,53.253,6.723,3,1.2,manual
20090508,52311.95,Zeerijp,53.354,6.762,3,3,manual
20090508,155422.87,Kropswolde,53.142,6.715,3,0.9,manual
20090522,14029.53,Wildervank,53.076,6.835,3,1.3,manual
20090526,759.58,Meedhuizen,53.302,6.93,3,1.3,manual
20090526,110036.74,Farmsum,53.314,6.928,3,1.3,manual
20090601,23225.49,Siddeburen,53.23,6.878,3,0.9,manual
20090615,153250.85,Overschild,53.286,6.813,3,1,manual
20090705,104246.26,Garrelsweer,53.307,6.755,3,1.8,manual
20090705,185242.27,Schildwolde,53.226,6.835,3,1.2,manual
20090714,161114.14,Noordzee,52.773,4.308,3,2.7,manual
20090722,0.11,Ten Post,53.29,6.765,3,1.7,manual
20090819,14938.13,Groningen,53.231,6.632,3,0.7,manual
20090914,3251.39,Steendam,53.278,6.845,3,1.3,manual
20090929,22310.19,Wirdum,53.314,6.802,3,1.6,manual
20091102,20005.65,Emmen,52.79,6.863,3,1.4,manual
20091118,51749.39,Hoogezand,53.145,6.748,3,1.6,manual
20091119,10930.84,Wildervank,53.071,6.817,3.5,1.1,manual
20091119,132009.42,Assen,52.972,6.588,3,0.9,manual
20091120,92732.46,Garrelsweer,53.321,6.747,3,1.2,manual
20091126,125414.03,De Hoeve,52.892,6.113,3,2.8,manual
20091202,85331.22,Appingedam,53.291,6.833,3,1.1,manual
20091204,41232.14,Ten Post,53.284,6.743,3,2.3,manual
20091207,2459.87,Waddenzee (nabij Eemshaven),53.451,6.923,3,1.3,manual
20091221,45528.14,Woudbloem,53.224,6.743,3,1.5,manual
20091223,183825.41,Garrelsweer,53.309,6.76,3,1.5,manual
20091225,233752.17,Woudbloem,53.227,6.75,3,0.7,manual
20100109,123112.38,Eppenhuizen,53.367,6.665,3,1.7,manual
20100114,171222.65,Overschild,53.293,6.817,3,1.2,manual
20100211,71412.6,Oud Annerveen,53.084,6.767,3,0.3,manual
20100217,155501.98,Froombosch,53.192,6.792,3,1.2,manual
20100219,231251.58,Overschild,53.288,6.802,3,1.8,manual
20100304,195957.89,Leermens,53.342,6.792,3,1.4,manual
20100331,151502.77,Froombosch,53.19,6.777,3,2.4,manual
20100403,115056.76,Middelstum,53.346,6.658,3,1.4,manual
20100425,4600.4,Wirdum,53.318,6.8,3,1.6,manual
20100425,131317.17,Zuidbroek,53.157,6.85,3,1,manual
20100503,92616.07,Godlinze,53.387,6.81,3,2.3,manual
20100505,33803.03,Zijldijk,53.404,6.775,3,1.6,manual
20100507,82635.78,Waddenzee (nabij Usquert),53.491,6.617,3,2.5,manual
20100508,233607.21,Tjuchem,53.278,6.865,3,1,manual
20100509,170509.55,Wagenborgen,53.247,6.927,3,1.7,manual
20100521,23409.18,Tjuchem,53.281,6.87,3,0.9,manual
20100526,125359.07,Hellum,53.235,6.833,3,0.9,manual
20100530,185836.12,Lageland,53.238,6.678,3,1.5,manual
20100530,185857.99,Lageland,53.238,6.678,3,1.2,manual
20100608,22028.86,Noordbroek,53.199,6.847,3,1,manual
20100609,191922.46,Froombosch,53.182,6.775,3,2,manual
20100610,195735.18,Slochteren,53.226,6.652,3,1.1,manual
20100616,10757.96,Krewerd,53.358,6.853,3,1.5,manual
20100621,4007.48,Luddeweer,53.249,6.745,3,1.3,manual
20100621,40258.42,Groningen,53.218,6.62,3,1.5,manual
20100621,80603.7,Wildervank,53.074,6.835,3,1.7,manual
20100704,15804.72,Schildwolde,53.251,6.8,3,0.8,manual
20100724,4643.62,Ten Post,53.28,6.735,3,1.8,manual
20100814,74320.25,Uithuizen,53.403,6.703,3,2.5,manual
20100829,181330.57,Slochteren,53.209,6.828,3,1.6,manual
20100831,175456.58,Zandeweer,53.376,6.683,3,1.4,manual
20100903,105404.27,Schildwolde,53.227,6.813,3,1,manual
20101006,202223.96,Slochteren,53.218,6.775,3,0.9,manual
20101022,193111.37,Kolham,53.18,6.732,3,1,manual
20101031,144638.98,Appingedam,53.312,6.872,3,1,manual
20101115,114245.95,Westeremden,53.348,6.703,3,1.4,manual
20101124,41025.18,Farmsum,53.281,6.955,3,0.6,manual
20101202,134439.79,Usquert,53.423,6.58,3,1.2,manual
20101207,144250.06,Appingedam,53.313,6.862,3,1.2,manual
20101208,150205.55,Loppersum,53.317,6.735,3,1.1,manual
20101230,95658.47,Eems-Dollard (nabij Emden),53.335,7.005,3,0.9,manual
20110106,61736.34,Garrelsweer,53.295,6.78,3,1.3,manual
20110107,213437.32,Nieuwolda,53.245,6.967,3,1.7,manual
20110116,15617.92,Annen,53.057,6.762,3,1.8,manual
20110119,193931.66,Westerwijtwerd,53.319,6.645,3,2.4,manual
20110122,92817.93,Sappemeer,53.166,6.793,3,1.1,manual
20110128,150702.24,Lellens,53.301,6.712,3,1.5,manual
20110130,92804.07,Ten Post,53.302,6.722,3,1.4,manual
20110208,41625.01,Overschild,53.258,6.763,3,1.3,manual
20110311,43241.55,Siddeburen,53.263,6.863,3,1.4,manual
20110313,201610.68,Overschild,53.271,6.775,3,1.5,manual
20110314,200245.92,Sappemeer,53.176,6.812,3,0.8,manual
20110319,23439.44,Nieuwe Pekela,53.066,6.933,3,0.9,manual
20110326,23148.91,Hellum,53.253,6.82,3,1.2,manual
20110326,204554.34,Loppersum,53.335,6.732,3,1.5,manual
20110328,31448.65,Sappemeer,53.168,6.805,3,2,manual
20110408,10459.75,Eemshaven,53.446,6.843,3,1.3,manual
20110412,165840.48,Gieterveen,53.035,6.838,3,0.9,manual
20110413,202822.71,Overschild,53.288,6.8,3,0.9,manual
20110415,43853.89,Noordbroek,53.2,6.837,3,1.5,manual
20110420,202944.67,Veendam,53.083,6.902,3,0.8,manual
20110424,64008.96,Zuidbroek,53.156,6.853,3,0.5,manual
20110428,24104.04,Steendam,53.285,6.848,3,1.4,manual
20110428,84841.37,Stedum,53.312,6.727,3,1.4,manual
20110502,234410.44,Meeden,53.127,6.937,3,1.2,manual
20110505,418.06,Scheemda,53.174,6.932,3,0.8,manual
20110507,124410.55,Wirdum,53.328,6.772,3,1.1,manual
20110508,134023.27,Overschild,53.278,6.802,3,0.9,manual
20110510,33815.7,Krewerd,53.35,6.863,3,1,manual
20110510,172011.9,Harkstede,53.224,6.657,3,1.2,manual
20110512,164429.83,Kolham,53.195,6.757,3,1.8,manual
20110512,165105.76,Hellum,53.239,6.828,3,1.1,manual
20110518,226.51,Wirdum,53.32,6.77,3,0.8,manual
20110518,174825.84,Hellum,53.248,6.845,3,1.9,manual
20110519,904.96,Eems-Dollard (nabij Eemshaven),53.422,6.893,3,0.9,manual
20110519,181604.3,Krewerd,53.359,6.843,3,1.2,manual
20110519,194152.19,Zijldijk,53.396,6.777,3,1.4,manual
20110523,51513.59,Zuidbroek,53.155,6.818,3,0.9,manual
20110523,74931.21,Overschild,53.27,6.767,3,1.2,manual
20110526,155608.13,Zijldijk,53.407,6.775,3,1.9,manual
20110527,230412.35,Onnen,53.182,6.647,3,1.7,manual
20110602,1940.19,Garsthuizen,53.376,6.737,3,1,manual
20110602,164317.14,Overschild,53.274,6.822,3,0.8,manual
