NL,TER,Terziet,50.7568,5.9061,150,03/06/2019,broadband
NL,HG,Heimansgroeve,50.764,5.9317,135,06/06/2001,broadband
NL,MAM,Mamelis,50.8,5.9727,154,16/04/2015,broadband
NL,VK,Valkenburg,50.8669,5.7847,90,01/06/2011,broadband
NL,ROL,Rolduc,50.8694,6.0847,145,16/04/2015,broadband
NL,BING,Bingelrade,50.9708,5.9268,80,27/11/2014,broadband
NL,GUR1,Neeritter n,51.1687,5.7846,30,27/01/2006,broadband
NL,HRKB,Herkenbosch,51.1879,6.1678,0,08/06/2018,broadband
NL,ARCN,Arcen,51.5013,6.1942,0,23/05/2018,broadband
NL,OPL,Oploo,51.5888,5.8121,0,03/09/1998,broadband
NL,STR,Strijen,51.7437,4.5573,0,15/10/2020,accelerometer
NL,KLWL,Klaaswaal,51.7755,4.4406,0,15/10/2020,accelerometer
NL,ZH04,Spijkenisse,51.8417,4.3626,6,05/01/2021,borehole
NL,VPR,Rotterdam,51.8915,4.3715,4,15/10/2020,accelerometer
NL,ZH01,Vlaardingen,51.9137,4.2881,-2,14/12/2018,borehole
NL,WTS,Winterswijk,51.9663,6.7989,43,21/02/2000,broadband
NL,ZH06,Naaldwijk,51.9781,4.2204,1,06/04/2020,borehole
NL,ZH03,Delfgauw,51.9783,4.4001,-3,06/04/2020,borehole
NL,NLDW,Naaldwijk,52.005,4.1957,1,06/04/2021,accelerometer
NL,ZH02,Zoetermeer,52.0744,4.4884,-4,28/05/2020,borehole
NL,DB,De Bilt,52.1017,5.1767,3,25/11/1997,broadband
NL,ZH07,Den Haag,52.1037,4.2946,1,22/04/2022,borehole
NL,T06,Weerselo,52.3432,6.9097,2,04/02/2016,borehole
NL,T05,Agelo,52.3806,6.9057,2,08/12/2015,borehole
NL,T08,Denekamp,52.3893,6.9965,2,07/04/2016,borehole
NL,T03,Mander,52.4297,6.7918,2,08/12/2015,borehole
NL,T04,Hezingen,52.4375,6.8904,2,13/01/2016,borehole
NL,T02,Breklenkamp,52.4634,6.9787,2,13/01/2016,borehole
NL,T014,Langeveen,52.4643,6.7401,18,08/12/2015,borehole
NL,PMR,Purmerend,52.5116,5.0106,-3,25/03/2022,accelerometer
NL,VBG,Venebrugge,52.544,6.6693,11,28/04/1995,borehole
NL,NH01,Oosthuizen,52.5657,4.9965,-2,16/12/2019,borehole
NL,HRDB,Hardenberg,52.577,6.6259,9,14/04/2020,accelerometer
NL,LUTT,Lutten,52.6133,6.5715,9,14/04/2020,accelerometer
NL,OTL,Oterleek,52.6289,4.8227,1,21/04/1995,borehole
NL,OLK,Oterleek,52.6293,4.8495,-3,17/05/2022,accelerometer
NL,COE2,Coevorden,52.6328,6.7057,9,09/03/2020,accelerometer
NL,ALK1,Alkmaar,52.6338,4.7444,1,19/11/2019,accelerometer
NL,BER2,Bergen - Groeneweg,52.6478,4.715,-1,25/07/2019,accelerometer
NL,ALK2,Alkmaar,52.651,4.7234,-1,24/07/2019,accelerometer
NL,PPB,Philisteinsche Polder,52.6526,4.67,1,09/07/1995,borehole
NL,COE4,Coevorden,52.6598,6.7451,11,26/06/2020,accelerometer
NL,COE,Coevorden,52.6606,6.7836,10,28/05/2019,accelerometer
NL,BER1,Bergen - Nesdijk,52.6614,4.7037,1,18/11/2019,accelerometer
NL,L2082,Schoonebeek,52.6684,6.9187,13,02/03/2018,borehole
NL,L208,Schoonebeek,52.6695,6.9186,13,02/03/2018,borehole
NL,L2083,Schoonebeek,52.6699,6.917,13,02/03/2018,borehole
NL,L2081,Schoonebeek,52.67,6.92,13,02/03/2018,borehole
NL,COE3,Coevorden,52.6704,6.6525,10,28/08/2020,accelerometer
NL,SNB,Schoonebeek,52.6842,6.8719,14,03/12/2021,accelerometer
NL,DR02,Hollandscheveld,52.7034,6.5081,11,20/06/2019,borehole
NL,WMH,Warmenhuizen,52.7096,4.7498,-1,21/04/1995,borehole
NL,J02,Andijk,52.7255,5.1948,-5,01/09/2018,broadband
NL,OOTH,Oosterhesselen,52.7295,6.7534,13,03/12/2021,accelerometer
NL,L2073,Nieuw-Dordrecht,52.7557,6.9738,21,06/06/2018,borehole
NL,L207,Nieuw-Dordrecht,52.7567,6.9738,22,06/06/2018,borehole
NL,L2071,Nieuw-Dordrecht,52.7572,6.9753,22,06/06/2018,borehole
NL,L2072,Nieuw-Dordrecht,52.7573,6.9724,22,06/06/2018,borehole
NL,J01,Middenmeer,52.765,5.0546,-5,01/06/2014,broadband
NL,PET,Petten,52.7706,4.6595,6,24/07/2019,accelerometer
NL,DR01,Kallenkote,52.7987,6.1785,2,25/06/2018,borehole
NL,L2061,t Haantje,52.8094,6.8247,18,02/03/2018,borehole
NL,L2063,t Haantje,52.8097,6.8218,18,02/03/2018,borehole
NL,L206,t Haantje,52.81,6.8234,17,02/03/2018,borehole
NL,L2062,t Haantje,52.8111,6.8237,17,02/03/2018,borehole
NL,WSVN,Wapserveen,52.8204,6.1983,3,23/11/2020,accelerometer
NL,DBLS,De Blesse,52.8391,6.0497,2,17/09/2020,accelerometer
NL,BRSW,Roswinkel,52.8423,7.0323,12,28/02/2019,accelerometer
NL,FDKD,Frederiksoord,52.8483,6.1788,6,10/11/2020,accelerometer
NL,SL01,Anna Paulowna,52.8551,4.8683,2,12/05/2017,borehole
NL,FR02,Oldetrijne,52.8559,5.9304,-1,14/06/2019,borehole
NL,VLD,Vledder,52.8668,6.2157,8,10/11/2020,accelerometer
NL,L1062,Valthermond,52.8739,6.9829,10,06/07/2018,borehole
NL,L1063,Valthermond,52.8739,6.9859,10,06/07/2018,borehole
NL,L106,Valthermond,52.8744,6.9844,10,06/07/2018,borehole
NL,L1061,Valthermond,52.8754,6.9844,10,06/07/2018,borehole
NL,FR04,Vinkega,52.8761,6.1187,2,04/05/2020,borehole
NL,ODHP,Oldeholtpade,52.8852,6.0249,0,17/09/2020,accelerometer
NL,ENV,Elp (Enerveen),52.8944,6.6337,17,20/06/1995,borehole
NL,DR03,Oude Willem,52.8976,6.3084,9,04/05/2020,borehole
NL,HOEV,De Hoeve,52.9025,6.1055,2,17/09/2020,accelerometer
NL,L1073,Ter Wisch,52.9195,7.096,9,02/03/2018,borehole
NL,L107,Ter Wisch,52.9204,7.0953,9,02/03/2018,borehole
NL,L1072,Ter Wisch,52.9205,7.0936,8,02/03/2018,borehole
NL,L1071,Ter Wisch,52.9213,7.0963,9,02/03/2018,borehole
NL,ODBK,Oldeberkoop,52.9405,6.1339,3,17/09/2020,accelerometer
NL,ELE,Eleveld,52.9566,6.5776,12,11/01/2019,accelerometer
NL,VLW,Vlagtwedde,52.9682,7.0972,7,23/05/1995,borehole
NL,ASS1,Assen - Beilerstraat,52.9778,6.5574,10,14/04/2020,accelerometer
NL,FR03,Boornzwaag,52.9815,5.7126,-1,14/06/2019,borehole
NL,FR06,Lange Zwaag,53.0007,6.0237,0,04/05/2020,borehole
NL,ASS2,Assen - Borgstee,53.0143,6.5706,12,24/04/2020,accelerometer
NL,L4111,Taarlo,53.031,6.63,5,02/03/2018,borehole
NL,L4112,Taarlo,53.0315,6.6328,6,02/03/2018,borehole
NL,L411,Taarlo,53.0318,6.6312,6,02/03/2018,borehole
NL,L4113,Taarlo,53.0328,6.6307,5,02/03/2018,borehole
NL,VRS,Vries,53.036,6.6046,8,18/02/2019,accelerometer
NL,FR05,Nes,53.0705,5.8685,0,04/05/2020,borehole
NL,HWF,Haulerwijk (Een),53.071,6.3512,7,02/06/1995,borehole
NL,N02,Norg,53.072,6.453,2,04/02/2016,borehole
NL,ZDL,Zuidlaren,53.0791,6.7026,4,01/03/2021,accelerometer
NL,EVK,Eesterveenschekanaal,53.0797,6.8116,2,25/03/2022,accelerometer
NL,VDM2,Wildervank,53.0844,6.8336,2,22/04/2022,borehole
NL,ZLV,Zuidlaarderveen 1,53.0921,6.7533,2,12/04/1995,borehole
NL,VHP,De Veenhoop,53.0957,5.9553,0,10/11/2020,accelerometer
NL,UTRP,Ureterp,53.0969,6.1842,4,06/03/2020,accelerometer
NL,DON,Donderen,53.1005,6.5429,7,25/01/2021,accelerometer
NL,G58,Veendam,53.1103,6.9071,2,30/06/2015,borehole
NL,N03,Steenbergen,53.111,6.4045,2,04/02/2016,borehole
NL,VNDM,Veendam,53.1151,6.839,2,28/05/2019,borehole
NL,G59,Oude Pekela,53.116,6.9877,2,04/12/2015,borehole
NL,N01,Lieveren,53.1185,6.4733,2,14/04/2016,borehole
NL,DRA,Drachten,53.1202,6.1033,1,23/03/2020,accelerometer
NL,G54,Kielwinde,53.1243,6.758,2,15/09/2015,borehole
NL,G57,Winschoten,53.1351,7.0222,2,12/02/2015,borehole
NL,NGA,Nijega,53.1364,6.0257,0,10/11/2020,accelerometer
NL,HLH,Heiligerlee,53.1404,7.0065,0,01/09/2018,borehole
NL,FR01,Warten,53.1424,5.8868,0,14/06/2019,borehole
NL,G55,Muntendam,53.1433,6.8461,2,12/02/2015,borehole
NL,HLK,Heiligerlee,53.1449,7.0098,0,01/09/2018,borehole
NL,HLB,Heiligerlee,53.1464,7.0036,0,01/09/2018,borehole
NL,G710,Onnen,53.1483,6.6507,2,04/12/2017,accelerometer
NL,G56,Meeden,53.1484,6.9309,2,12/02/2015,borehole
NL,G83,Meeden (broadband),53.1484,6.9309,-1,14/08/2018,broadband
NL,HLG,Heiligerlee,53.1491,7.0071,0,01/09/2018,borehole
NL,MAR,Marum,53.154,6.2631,2,24/04/2020,accelerometer
NL,G53,Beerta,53.1674,7.0801,2,29/10/2015,borehole
NL,G65,Scheemda,53.1692,6.9543,2,30/11/2015,borehole
NL,G52,Scheemda,53.1699,6.9837,2,12/02/2015,borehole
NL,G51,Zuidbroek,53.1732,6.8848,2,11/02/2015,borehole
NL,G50,Sappemeer,53.1745,6.8093,2,28/08/2015,borehole
NL,G49,Kolham,53.1765,6.7306,2,23/10/2014,borehole
NL,GRP,Garijp,53.1788,5.9779,0,26/06/2020,accelerometer
NL,G66,Haren,53.1794,6.5852,2,27/11/2015,borehole
NL,SRHV,Surhuisterveen,53.1833,6.1849,1,06/03/2020,accelerometer
NL,BFB2,Froombosch2,53.1875,6.7655,1,17/09/2014,accelerometer
NL,OSTM,Oostermeer,53.1875,6.0857,4,26/06/2020,accelerometer
NL,ZWE,Zweins,53.1885,5.6045,0,24/03/2010,borehole
NL,G47,Nieuw Scheemda,53.1964,6.9413,2,28/03/2016,borehole
NL,G48,Midwolda,53.1973,7.029,2,21/06/2016,borehole
NL,G46,Noordbroek,53.1978,6.8498,2,31/10/2014,borehole
NL,G45,Ruiten,53.1995,6.7645,2,23/10/2014,borehole
NL,WYN,Wijnaldum,53.1995,5.4578,0,03/03/2010,borehole
NL,G38,Groningen - gasunie,53.2005,6.5476,2,11/04/2016,borehole
NL,G44,Harkstede,53.2042,6.684,2,11/02/2015,borehole
NL,WDB,Woudbloem,53.2083,6.7355,-2,12/04/1995,borehole
NL,SUH,Surhuizum,53.2113,6.211,0,26/08/2009,borehole
NL,G69,Engelbert,53.2128,6.6438,2,22/10/2015,borehole
NL,FSW,Finsterwolde,53.2135,7.1195,1,22/07/1992,borehole
NL,G64,Oostwold,53.2207,7.038,2,15/09/2015,borehole
NL,G84,Oostwold (broadband),53.2207,7.038,0,14/08/2018,broadband
NL,G42,Nieuwolda,53.2217,6.9886,2,11/02/2015,borehole
NL,G41,Noordbroek,53.2234,6.8919,2,22/09/2015,borehole
NL,G40,Schildwolde,53.225,6.8099,2,24/10/2014,borehole
NL,G39,Woudbloemsloot,53.2252,6.7241,2,24/10/2014,borehole
NL,G82,Woudbloemsloot (broadband),53.2252,6.7241,-2,14/08/2018,broadband
NL,G43,Finsterwolde,53.2319,7.0791,2,25/06/2015,borehole
NL,TWZL,Twijzel,53.2325,6.0927,2,26/06/2020,accelerometer
NL,G68,Ruicherbrug,53.2351,6.6347,2,16/09/2015,borehole
NL,VNWD,Veenwouden,53.2368,5.9984,1,26/06/2020,accelerometer
NL,BRTL,Briltil,53.238,6.3932,0,20/05/2022,accelerometer
NL,L5082,Nieuwolda,53.2397,6.9554,-2,06/07/2018,borehole
NL,L5083,Nieuwolda,53.2397,6.9524,-2,06/07/2018,borehole
NL,L508,Nieuwolda,53.2402,6.9538,-2,06/07/2018,borehole
NL,G70,Groningen - Universiteitscomplex,53.2407,6.5379,2,28/04/2016,borehole
NL,L5081,Nieuwolda,53.2413,6.9539,-2,06/07/2018,borehole
NL,G720,Aduard,53.2462,6.4792,2,04/06/2018,accelerometer
NL,GK04,Oosterzand,53.2462,6.3261,-1,11/01/2019,borehole
NL,G32,Groningen - Hornbach,53.2498,6.5792,2,27/11/2015,borehole
NL,G33,Garmerwolde,53.2499,6.6708,2,22/01/2016,borehole
NL,G34,Overschild,53.2525,6.7651,2,23/10/2014,borehole
NL,G35,Siddeburen,53.2549,6.8621,2,04/04/2017,borehole
NL,FDG,Firdgum,53.2562,5.5481,1,13/10/2009,borehole
NL,G36,Wagenborgen,53.265,6.9245,2,07/12/2015,borehole
NL,G730,Den Ham,53.2719,6.4301,2,04/12/2017,accelerometer
NL,G28,Woltersum,53.2722,6.7292,2,28/03/2016,borehole
NL,G37,Woldendorp,53.274,7.035,2,02/12/2015,borehole
NL,G30,Meedhuizen,53.2792,6.8951,2,23/10/2014,borehole
NL,G29,Overschild,53.2814,6.787,2,22/09/2015,borehole
NL,G26,Adorp,53.2821,6.5458,2,22/10/2015,borehole
NL,GK03,Grijpskerk,53.2827,6.3056,1,07/06/2018,borehole
NL,G27,Ellerhuizen,53.2832,6.6281,2,27/11/2015,borehole
NL,G24,Steendam,53.29,6.8562,2,12/11/2014,borehole
NL,BKMZ,Kommerzijl,53.2901,6.3189,2,08/12/2015,accelerometer
NL,GK01,Warfstermolen,53.2906,6.2471,1,11/01/2019,borehole
NL,BHKS,Hoeksmeer,53.292,6.785,1,17/09/2014,accelerometer
NL,G314,Borgsweer,53.2962,7.0218,0,27/11/2015,borehole
NL,G60,Ter Munten,53.2979,7.0752,2,28/08/2015,borehole
NL,GK02,Lauwerzijl,53.301,6.2927,1,26/11/2018,borehole
NL,G740,Oldehove,53.3043,6.3894,2,04/12/2017,accelerometer
NL,TK0,Appingedam,53.3061,6.8546,2,30/11/2021,broadband
NL,TK0,Appingedam,53.3062,6.8549,2,30/11/2021,broadband
NL,TK0,Appingedam,53.3067,6.8474,2,30/11/2021,broadband
NL,G750,Garnwerd,53.3078,6.4875,2,04/12/2017,accelerometer
NL,G25,Weiwerd,53.3081,6.9433,2,12/05/2017,borehole
NL,G23,Garrelsweer,53.3095,6.7675,2,16/02/2015,borehole
NL,G22,Stedum,53.3104,6.6776,2,10/02/2015,borehole
NL,G81,Stedum (broadband),53.3104,6.6776,0,29/08/2018,broadband
NL,TK0,Stedum,53.3104,6.6776,2,16/12/2019,broadband
NL,TK0,Appingedam,53.3116,6.8843,2,30/11/2021,broadband
NL,BSTD,Stedum,53.3123,6.6921,1,17/09/2014,accelerometer
NL,G21,Vroetende mol,53.3134,6.5937,2,17/09/2015,borehole
NL,BAPP,Appingedam,53.3148,6.8354,0,07/10/2013,accelerometer
NL,KMP,Kollumerpomp,53.3206,6.192,0,01/10/2021,accelerometer
NL,G67,Appingedam,53.3213,6.8228,2,29/10/2015,borehole
NL,BWIR,Wirdum,53.3226,6.7861,0,24/09/2013,accelerometer
NL,DOK,Dokkum,53.3273,5.9853,1,30/09/2021,accelerometer
NL,G18,Loppersum,53.3306,6.7217,2,18/09/2015,borehole
NL,G63,Delfzijl,53.3314,6.9109,2,15/09/2015,borehole
NL,BLOP,Loppersum,53.3339,6.7466,1,23/09/2013,accelerometer
NL,EETW,Ee,53.3348,6.1054,0,14/04/2020,accelerometer
NL,G20,Biessum,53.3353,6.8952,2,28/05/2015,borehole
NL,G17,Middelstum,53.3362,6.6363,2,29/04/2015,borehole
NL,G19,Oostwijtwerd,53.3378,6.817,2,18/09/2015,borehole
NL,G16,Winsum,53.3385,6.5314,2,17/09/2015,borehole
NL,G770,Niekerk,53.3403,6.3304,2,04/12/2017,accelerometer
NL,BOWW,Oosterwijterd,53.3405,6.8125,1,01/10/2013,accelerometer
NL,BWSE,Westeremden,53.3444,6.7099,1,24/04/2013,accelerometer
NL,G13,Middelstum,53.3489,6.6686,2,22/09/2015,borehole
NL,G760,Zuurdijk,53.3507,6.3901,2,04/12/2017,accelerometer
NL,BMD2,Middelstum 2,53.3532,6.6472,0,10/09/2013,accelerometer
NL,NIW,Niawier (Wetzens),53.3548,6.043,-1,20/05/2009,borehole
NL,G14,t Zandt GN,53.3586,6.7708,2,11/02/2015,borehole
NL,TK0,'t Zandt,53.3586,6.7708,2,16/12/2019,broadband
NL,BLIJE,Blije,53.3603,5.8492,1,18/02/2021,accelerometer
NL,G780,Baflo,53.3648,6.4894,2,04/12/2017,accelerometer
NL,G11,Holwierde,53.3669,6.8891,2,08/12/2015,borehole
NL,BGAR,Garsthuizen,53.3679,6.7136,1,17/09/2014,accelerometer
NL,G12,Warffum,53.3699,6.5714,2,05/10/2017,borehole
NL,G10,Godlinze,53.3785,6.8044,2,08/09/2015,borehole
NL,G61,Zandeweer,53.3819,6.6813,2,27/11/2015,borehole
NL,G790,Hornhuizen,53.3836,6.3319,2,04/12/2017,accelerometer
NL,G62,Spijk,53.387,6.8419,2,08/09/2015,borehole
NL,G09,Oldenzijl,53.3878,6.7245,2,18/09/2015,borehole
NL,G07,Warffum,53.3946,6.5458,2,24/09/2015,borehole
NL,G08,Rottum,53.3954,6.6439,2,22/09/2015,borehole
NL,ENM,Eenrum (Westernieland),53.4064,6.4817,1,12/04/1995,borehole
NL,SPY,Spijk (Roodeschool),53.4098,6.7838,1,08/07/2010,borehole
NL,G06,Spijk - Vierhuizen,53.4111,6.8709,2,15/09/2015,borehole
NL,G04,Uithuizen,53.4147,6.6747,2,04/06/2015,borehole
NL,G800,Westernieland,53.4154,6.4876,2,04/12/2017,accelerometer
NL,G03,Usquert,53.4159,6.5976,2,10/02/2015,borehole
NL,G05,Roodeschool,53.4184,6.7713,2,16/07/2015,borehole
NL,G01,Uithuizermeeden,53.4425,6.7312,2,10/02/2015,borehole
NL,G02,Eemshaven,53.449,6.8058,2,10/02/2015,borehole
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
